,FISV,KLAC,NTDOY,LRCX,TCOM,CRM,NTES,CERN,SWKS,ICE,MSTR,XLNX,AMD,ANSS,MU,LPSN,MELI,ONTO,ASML,NVDA,BKNG,GOOGL,ADI,AEIS,BIDU,EBAY,AAPL,CDNS,ATVI,AMZN,TSM,MRVL,CSCO,EGHT,INTC,EXAS,MSFT,ORCL,IDXX,PAYX,ADSK,ADP,MXIM,MCHP,DIOD,QCOM,INTU,TXN,POWI,CHKP,ADBE,AMAT,SNPS,NFLX,FORM,EA,MTCH,AVGO,IRDM,SPSC,TSLA,NXPI,PACB,PRLB,FB,SPLK,IOVA,WDAY,FATE,TWOU,TWTR,JD,BABA,SQ,PSTG,TEAM,PYPL,SHOP,TDOC,NVTA,ALRM,Z,NTLA,TWLO,CRSP,OKTA,SPOT,DOCU,ROKU,SE,NIO,GH,TWST,BNGO,UBER,ZM,PDD,PD,TXG,PTON,VIR,BEAM,OCFT,RLAY,BEKE,U,PLTR
OKTA,0.0022768835,0.005748067,0.0051091504,0.005893284,0.0052071344,0.005692659,0.006425447,0.0041095093,0.0051902602,0.00066338107,0.0060997047,0.00574788,0.0031247013,0.0042127594,0.002942143,0.0007617832,0.002075587,0.0048382618,0.003866911,0.0052712443,0.0060656285,0.0054899007,0.0036476785,0.0042169616,0.004006952,0.005867558,0.0044432296,0.0057213157,0.0054801493,0.0056397812,0.0038909493,0.006726864,0.004262873,0.003004454,0.004545195,0.0017618611,0.0061372155,0.005652994,0.0046619233,0.004447015,0.003568132,0.0036118105,0.006421307,0.0022206083,0.0046825507,0.0035739024,0.005451451,0.0069262683,0.008218029,0.0046875915,0.0054021534,0.0055765333,0.0053739212,0.0041407985,0.004443633,0.005917823,0.0044286675,0.0028308248,0.0003967234,0.005695021,0.0012105153,0.003849607,0.0033682832,0.0039498853,0.0050898287,0.0023598839,-0.0021756198,0.0020350497,-0.0029358817,-0.0006471947,0.003874159,0.0054136673,0.0043240753,0.0005618059,0.0013414822,0.0015139533,0.0036216853,0.0033149202,0.004871935,-0.0015407477,0.0052223937,0.0028058495,-0.0011390953,0.0022855601,-0.0016254832,0.00028384104,0.0043349694,0.0039702873,0.00079527125,0.00059766695,-0.003037199,0.002027492,0.0017764778,-0.0030305802,0.006310229,0.006208885,0.002679191,0.0034592645,0.0036774687,0.0007939525,0.0015862838,0.0014285091,0.0028853891,0.002875098,0.00042851688,0.002848975,0.0022768835
SPOT,-0.0020276252,0.0015106797,0.00079748826,0.0015303586,0.00010172604,0.0023023533,0.0031217942,0.0002911128,0.0006334656,-0.003490475,0.0031920644,0.00079122605,-0.0017638584,-0.00010862155,-0.0018174262,-0.005135527,-0.002563625,0.00041051116,0.00022354163,0.0012365836,0.0013040351,0.0017164303,-0.00016079005,-0.00018796558,-0.00043773744,0.0020428398,0.0010880791,0.00167304,0.0017961189,0.0017906022,-8.925516e-05,0.0034027183,-0.0006380556,-0.001910788,-8.6165965e-05,-0.005192593,0.0024602981,0.0016534114,-0.00016012322,-0.00085794926,-0.00056201546,-0.0018506222,0.0024819705,-0.0033404538,-0.00061197905,-0.0009460733,0.0008915886,0.003072138,0.0044020396,0.0013687052,0.0017288448,0.0014393539,0.0018105321,0.00020670425,-5.670823e-06,0.0019755107,-0.0012366078,-0.0013892036,-0.0043476624,0.0014412012,-0.003980822,0.00024356414,-0.0012663323,-0.0009571947,0.0015160767,-0.0021717646,-0.0077668168,-0.0029822038,-0.008890158,-0.006330745,-0.0021199165,0.00034565246,0.00044420548,-0.0050693993,-0.0030762297,-0.002516938,-0.00053625647,-0.0015665367,0.0007353346,-0.008176527,0.0003319257,-0.0019141957,-0.006765542,-0.0028314963,-0.0075162356,-0.004534661,0.00017386768,0.00043290388,-0.005326951,-0.0046799583,-0.01137475,-0.0038874429,-0.0024505868,-0.011041869,0.0017760447,0.0023250524,-0.0010434187,-0.0015220884,-0.0009829658,-0.0053402265,-0.0037927637,-0.004094677,-0.002324136,-0.0023923921,-0.0050669904,-0.0010611229,-0.0020276252
DOCU,0.0037060836,0.00817579,0.0070233266,0.008165259,0.006814168,0.008760279,0.008803516,0.0069893654,0.0068167523,0.0027709026,0.009718883,0.007958394,0.0038499571,0.0065176096,0.0045928676,0.00068559963,0.0035535842,0.007045381,0.0066691535,0.00748201,0.008088209,0.0082284175,0.0062164925,0.006235918,0.0058305813,0.008781101,0.0069414964,0.008358221,0.0079033235,0.008209522,0.0062568123,0.009074519,0.006064794,0.0038541146,0.0066626593,-6.189104e-06,0.009226581,0.008682266,0.0059846137,0.006290515,0.0053344024,0.005295841,0.0088780355,0.0023361593,0.005849808,0.004974989,0.007987044,0.00986699,0.010805001,0.007917187,0.008392621,0.007932516,0.008614363,0.0062841726,0.0063926317,0.008237382,0.00531981,0.005306853,0.0016108342,0.008196908,0.0004645267,0.0062545054,0.0042141546,0.0053663105,0.008039242,0.0035692328,-0.0031039196,0.002971163,-0.003463693,-0.0015904917,0.0039306376,0.0064747673,0.006479201,-0.00017907843,0.0025491533,0.003442768,0.006175154,0.004604969,0.006575658,-0.0032436324,0.00669513,0.0035688416,-0.00121504,0.0024895952,-0.002524397,0.0009820634,0.0055999025,0.0058130883,-0.0004613062,0.0009785923,-0.00794212,0.0021563657,0.0031217295,-0.005608385,0.008001765,0.007822311,0.0038215243,0.004492476,0.004722422,-6.567454e-05,0.001572303,0.0016945358,0.003222181,0.0032235715,0.00030307472,0.0047732485,0.0037060836
ROKU,0.0018268111,0.0038595572,0.0044441367,0.0045257304,0.0047987844,0.0032723038,0.0053233295,0.0017916956,0.004496917,-0.0012881025,0.003319398,0.0041991384,0.0034084842,0.002608405,0.0021162038,0.0008418872,0.0007946994,0.0030851392,0.0016595349,0.003930728,0.00479563,0.0031944197,0.0015980578,0.0027716216,0.002845136,0.0038496498,0.002793448,0.003583284,0.00391299,0.004173817,0.0021771817,0.0050931224,0.002914494,0.0023958012,0.0031255968,0.004514749,0.0032521659,0.0032687928,0.003993422,0.0028732074,0.0027242312,0.0022977,0.004730369,0.0028873542,0.0046915323,0.0029249173,0.0033061197,0.0047016605,0.0062106955,0.0022958708,0.003083841,0.0041815066,0.0027535423,0.0032419846,0.0031177173,0.0044215494,0.004475355,0.0010949927,-0.00048425328,0.003658839,0.0038099694,0.0023300168,0.0035313182,0.0033546775,0.0027784389,0.001940521,-0.00039049424,0.0016308799,-0.0022550398,0.0018100843,0.0047299876,0.0052861464,0.0028403527,0.0020704968,0.0013652919,-9.360397e-05,0.001571822,0.0026596044,0.00392712,0.001713223,0.00435881,0.0025698286,0.0002577845,0.0024570813,1.5704194e-05,7.691933e-05,0.0042095464,0.0025042575,0.003149334,0.00034698425,0.0035920592,0.0026392285,0.00077619683,0.0011584465,0.0062767286,0.00552854,0.0028363604,0.0034981808,0.0031721112,0.002483028,0.0029363914,0.0019641817,0.0034392094,0.0029370096,0.000954336,0.0019098688,0.0018268111
SE,0.0060070697,0.009329588,0.008762519,0.0095174955,0.009182736,0.009092299,0.0097859735,0.007466036,0.008724191,0.0041203443,0.00948226,0.009557769,0.0064060693,0.0077794865,0.006615028,0.0039301636,0.005652141,0.008487725,0.007285524,0.008800131,0.009741879,0.008957052,0.0071477443,0.0077619664,0.007741414,0.009393139,0.0076144263,0.009116338,0.009040424,0.009065518,0.007347727,0.0100001395,0.007824102,0.0061826836,0.008083592,0.005182229,0.0096464995,0.0093186,0.007989135,0.008121262,0.006857829,0.0073782643,0.009945809,0.005728837,0.008587926,0.007032163,0.00896084,0.010469353,0.011759392,0.008015656,0.008842736,0.009094139,0.008797005,0.007662167,0.008008086,0.009470128,0.008042182,0.006366173,0.0041624187,0.009263644,0.004687877,0.007202722,0.00667548,0.007636396,0.0086401,0.005714681,0.0013678232,0.005339287,0.00072504766,0.002988981,0.0076428344,0.008920037,0.007871177,0.003705711,0.0047329008,0.004901478,0.0072081704,0.0066282954,0.008480862,0.0020162999,0.008780608,0.0062483973,0.003022254,0.005419286,0.0022022682,0.003760512,0.007734716,0.007015001,0.004277546,0.0042869826,0.0009486526,0.0058397544,0.0052255085,0.0010008195,0.010119355,0.009441687,0.0062151565,0.0070730047,0.006815776,0.004195385,0.005342807,0.005420322,0.00627809,0.0065693036,0.0038400693,0.006543197,0.0060070697
NIO,-0.0010302775,-0.0017918546,0.0003371155,-0.0005202964,0.0012560888,-0.0035052954,0.00025682314,-0.0044558,0.00094715017,-0.0057286015,-0.0045565916,-0.0009620015,0.0020413576,-0.002436903,-0.0013714398,0.00093062455,-0.002709896,-0.0019991926,-0.0045092413,-0.001055331,0.0001759585,-0.0031791346,-0.003998551,-0.001820894,-0.0015036394,-0.0025360638,-0.0024508599,-0.0024571777,-0.0015703265,-0.0012805953,-0.0029839114,-0.0003130599,-0.0012656914,0.00034712604,-0.0014527224,0.008702525,-0.0041122935,-0.0036251969,0.0011124206,-0.0014343564,-0.0009555465,-0.0014942638,-0.0009669522,0.0028281384,0.0023088094,-0.00035568373,-0.0025115428,-0.0019520754,6.3674524e-06,-0.004527971,-0.003530137,-0.0009703771,-0.0044285925,-0.0010855447,-0.0012503779,-0.0009103203,0.0027471,-0.004091878,-0.0031544028,-0.0021615895,0.006408043,-0.0026880056,0.0018670398,0.00028545898,-0.0039281594,-0.0004498663,0.002009665,-0.0002724491,-0.0011313297,0.0045164996,0.0045589563,0.0029447007,-0.0020613724,0.003949965,-0.00068376015,-0.0043423823,-0.004091004,-3.7977705e-05,9.678304e-05,0.006319854,0.00090594473,0.0008264384,0.00071656716,0.001918321,0.00197797,-0.0013221323,0.0016179392,-0.0017186305,0.006146584,-0.0009580082,0.014729388,0.0023597055,-0.0024311796,0.007589407,0.0029140715,0.0019619032,0.00053412374,0.0015223324,0.0009616781,0.004728648,0.00344662,0.0013629401,0.003051334,0.0017617471,0.0013026358,-0.0020039005,-0.0010302775
GH,0.002077749,0.003698342,0.004230279,0.004193469,0.0040986603,0.0031665782,0.0054072426,0.0013353494,0.004039399,-0.0014273743,0.0032590795,0.0035332767,0.0026295404,0.0022199699,0.0017470391,-0.00065360405,0.0006521656,0.002917179,0.0016091615,0.0037980508,0.004046652,0.0031672716,0.0014783284,0.002540762,0.0028491886,0.0035817241,0.0025734925,0.003161816,0.004057532,0.0038050702,0.0018909993,0.0053696767,0.0021803505,0.0014621262,0.0024193325,0.0024330006,0.003315683,0.0029857806,0.0030146358,0.0018084329,0.0021956516,0.0012866356,0.0046937373,0.0019731666,0.0040482306,0.0026035584,0.0026048035,0.004456056,0.0062572174,0.0018283082,0.002832653,0.0038599959,0.002557769,0.003032609,0.0028221495,0.0044324263,0.0032416265,0.0005771867,-0.0004922403,0.003270267,0.0030355111,0.0021144552,0.0027653389,0.0028095674,0.0028851437,0.0013252408,-0.00066971243,0.00052655255,-0.0024886113,0.0010747528,0.0036874441,0.004426623,0.0030028177,0.0009900695,0.0008193054,-0.00020350562,0.0013388754,0.0016831988,0.0039120843,0.00010412978,0.0036998014,0.00224155,0.00040318235,0.0015465124,0.00015612878,-0.0001801555,0.0038507883,0.0023660515,0.0021600516,0.00025128992,0.0023752952,0.0017113998,0.0009660851,-0.00094219646,0.005833525,0.0051969616,0.0032881391,0.002751986,0.0022277092,0.0011398252,0.0025632465,0.0018876186,0.002519295,0.0029972102,0.00026548235,0.0022962359,0.002077749
TWST,0.005763405,0.010806492,0.009123213,0.010579059,0.009081702,0.011135196,0.010421118,0.009549221,0.00924332,0.005810486,0.011699779,0.010749684,0.006374657,0.009087422,0.007141336,0.0044444744,0.006681052,0.0097981095,0.009034455,0.009732724,0.010983421,0.010777631,0.008713806,0.008829535,0.008271373,0.010931949,0.00900122,0.010905646,0.009932643,0.010353954,0.008824732,0.010961913,0.009010037,0.0069317464,0.009409923,0.0034812633,0.011927072,0.011124221,0.0089508295,0.009745276,0.007707621,0.008798924,0.011052948,0.005186132,0.008599915,0.007376671,0.010933313,0.012258377,0.013211675,0.010113833,0.01075386,0.010159272,0.010910227,0.008377757,0.009077406,0.010504024,0.008264695,0.007828092,0.0046259575,0.010895695,0.0026749643,0.008490402,0.0066550244,0.008086059,0.01032158,0.0061559426,-0.00047434168,0.0059625935,-0.00026368815,0.0007759668,0.0068957917,0.009102016,0.008831773,0.0026950426,0.0044836504,0.0061493805,0.008902425,0.0075301193,0.009106295,-0.00043215044,0.00948511,0.0062295776,0.000819338,0.0055381386,-0.00013051601,0.0038519446,0.0076326653,0.008264907,0.0022833338,0.0042122994,-0.005121852,0.0052299574,0.005629475,-0.002742773,0.009833586,0.009900479,0.0055131707,0.0067258943,0.007385512,0.0030161198,0.0037882929,0.0041837343,0.0059126215,0.005631166,0.003344356,0.0067024725,0.005763405
BNGO,-0.0014792508,-0.0029973476,7.204898e-05,-0.0013021673,0.00038594473,-0.004977651,0.00059012603,-0.006911547,-9.1566704e-05,-0.008916342,-0.005643477,-0.0027864524,0.0002528401,-0.004222309,-0.002933715,-0.003892769,-0.0051688,-0.0034625796,-0.006228689,-0.0018771426,-0.0018513859,-0.0046338285,-0.005948483,-0.0033917534,-0.0026589823,-0.003629019,-0.003878655,-0.0042227767,-0.0019140192,-0.002239379,-0.005008228,-0.00022560963,-0.0038900687,-0.0029725237,-0.003657353,0.005028232,-0.0056200516,-0.0052253786,-0.0014745928,-0.0048264177,-0.0027990728,-0.0047881487,-0.001456223,0.0005440987,0.001590502,-0.0018078708,-0.0050041885,-0.0029174588,-7.1106944e-05,-0.0067135715,-0.005241507,-0.0018462427,-0.0060003987,-0.0019024508,-0.0025745318,-0.0014581052,0.00047527254,-0.006597868,-0.0053487876,-0.0039208047,0.0057124896,-0.004310473,0.00022584014,-0.0013757935,-0.0050038663,-0.0027866075,0.00017200876,-0.003887772,-0.0040131574,0.0031923447,0.0027794936,0.001580683,-0.0028680041,0.001042367,-0.0025528036,-0.0069474354,-0.006146575,-0.0028895498,-0.0005340362,0.0037277802,-0.0008695312,-0.0009957049,0.0005935654,-0.0011553196,0.001298164,-0.0037611402,0.0007205517,-0.003649938,0.004428609,-0.0030875583,0.01421605,2.5584828e-05,-0.0038798582,0.004499912,0.003080248,0.0013020108,0.0010720221,-0.00016758358,-0.0019132518,0.0016014013,0.0026647719,0.00045983098,0.00072343973,0.0010655732,-0.001526813,-0.0022449493,-0.0014792508
UBER,0.004117004,0.009121957,0.007060081,0.008557109,0.0059394864,0.009981159,0.008890189,0.008273514,0.007050451,0.0049486887,0.010581701,0.008333776,0.0041118064,0.007407056,0.005155259,0.0019786293,0.0052853785,0.008077078,0.0079453215,0.008046589,0.008824633,0.00955532,0.007381445,0.0071375035,0.0064181807,0.009261381,0.007784905,0.00928767,0.008351254,0.008706824,0.0074689565,0.009566669,0.006901117,0.0048113056,0.0074629327,-0.0004742099,0.010771951,0.00942949,0.006739198,0.0074307015,0.0060807206,0.0064720297,0.009310737,0.0024592262,0.0056915176,0.0053900573,0.009140514,0.010553388,0.011423857,0.008912316,0.009490079,0.00829276,0.009610704,0.0068175225,0.007170297,0.008968754,0.005375742,0.0062706247,0.0029140888,0.009083426,-0.00016292534,0.0071973167,0.0041339714,0.0058668163,0.009150489,0.0043474175,-0.0026946214,0.003804097,-0.0023275805,-0.002139811,0.0036247456,0.0063135433,0.0074669803,0.00014861114,0.0025450485,0.0050760442,0.0075755725,0.0054644197,0.007261145,-0.0042157318,0.007132884,0.0042648893,-0.0019728579,0.0033249292,-0.0027194326,0.0022340529,0.005492168,0.0071161687,-0.0010624076,0.0022257455,-0.010477485,0.0022279331,0.004160063,-0.007838234,0.007139497,0.007950056,0.003914364,0.0041567585,0.005281546,-4.332047e-06,0.0012224573,0.0015836605,0.0034837634,0.003158778,0.0010150895,0.005279737,0.004117004
ZM,0.0012090448,0.005492775,0.004033693,0.0051868404,0.0034245458,0.006609205,0.0061717737,0.0048569953,0.003931467,0.0011754939,0.007595242,0.004904527,0.001115906,0.0039850892,0.0018964834,-0.001559299,0.0014899438,0.0044327453,0.0045644185,0.0048537785,0.005245202,0.00593042,0.004162305,0.0036872784,0.0032725981,0.0061412184,0.0048530907,0.0058156988,0.005384034,0.005514549,0.0040954575,0.0066109374,0.003444504,0.0016081445,0.003978651,-0.0032121008,0.0069786804,0.0061403206,0.0033693896,0.003593484,0.0029834118,0.0025442913,0.00612027,-0.0004811911,0.0024644593,0.002388157,0.00532143,0.007156019,0.0079514505,0.0059283553,0.0060969163,0.005105753,0.006281238,0.0037134578,0.0037051318,0.005580256,0.002058785,0.0030599432,-0.0004420625,0.0056007532,-0.0024387995,0.004172112,0.0015623737,0.002577308,0.0057715923,0.0013185102,-0.005457963,0.0007867059,-0.005689188,-0.004449744,0.00059997756,0.0032737027,0.0041298107,-0.0027137809,0.00019666646,0.0017133486,0.0039020376,0.0020883996,0.0040389146,-0.0064343847,0.0038274257,0.0011916352,-0.0042909947,0.00019117212,-0.0053921808,-0.0010304879,0.0030265008,0.0040000156,-0.0035420777,-0.0013066404,-0.012070298,-0.000811053,0.0010118987,-0.009494848,0.0046012895,0.005181934,0.0014376459,0.0016117916,0.0023469408,-0.0029034638,-0.0014618442,-0.0012606685,0.0005355873,0.0002503125,-0.0020851092,0.0023704246,0.0012090448
PDD,0.002450578,0.00682697,0.0055664526,0.006638604,0.004877011,0.0073671127,0.0074358485,0.0055795014,0.0055071847,0.0018847892,0.00792899,0.006359677,0.0030002529,0.0051532574,0.0032498608,0.00040305778,0.0028619375,0.0057292236,0.005325742,0.006197718,0.0069643483,0.007045104,0.0048011784,0.005025696,0.0045775482,0.007041459,0.005664599,0.007007948,0.0064559216,0.0067757927,0.005050361,0.007802997,0.00485639,0.0031863283,0.0053331153,-0.00018664217,0.007917886,0.0069504036,0.0051104613,0.0051262574,0.004349431,0.00413773,0.0074038636,0.0015150565,0.0043001347,0.0039058132,0.006704922,0.008239555,0.009387206,0.006335631,0.0070149815,0.0064197937,0.0069519216,0.0050507355,0.0050431313,0.007058408,0.004130033,0.003826852,0.0005509225,0.0068089757,-0.00012148055,0.0049718507,0.003054062,0.004205825,0.006633292,0.0026903888,-0.0034583947,0.0021214066,-0.003956152,-0.002207876,0.0029546916,0.005274213,0.005346627,-0.0003431905,0.0013111057,0.0025348524,0.0049270215,0.0037281457,0.0054098302,-0.00393396,0.0055496804,0.00287238,-0.0026802653,0.0020976835,-0.0032960924,0.00031840103,0.00444725,0.005096472,-0.0010919843,0.00037947344,-0.008040704,0.0011757757,0.0021656323,-0.0067004566,0.0062639257,0.0067786016,0.0027906755,0.0032219472,0.0039512767,-0.0003837007,0.0006862595,0.00054114545,0.0025177584,0.002168858,-0.00024385331,0.0033542165,0.002450578
PD,-0.003001678,-0.0012234948,-0.0011222523,-0.0009264746,-0.001165916,-0.0011162488,0.0006784329,-0.0028818995,-0.0011527026,-0.0056612585,-0.0006056898,-0.0015812228,-0.002738656,-0.002564257,-0.00337219,-0.005606787,-0.004213766,-0.0019781915,-0.002751057,-0.0011138222,-0.0011474807,-0.0013896837,-0.0027721478,-0.0023470884,-0.0022113174,-0.0010049697,-0.0016455613,-0.0013132235,-0.00061581424,-0.001043417,-0.002693511,0.00087835826,-0.002742962,-0.0032601776,-0.0024746782,-0.0037329656,-0.0010597613,-0.0014952589,-0.001979677,-0.0031053112,-0.0025786052,-0.003873846,-0.0001483867,-0.0034353968,-0.0017569582,-0.002433851,-0.0021119844,-0.00015956163,0.0014332337,-0.0020480966,-0.001529085,-0.0010689967,-0.0016533793,-0.001977547,-0.002143669,-0.00056206295,-0.0023585237,-0.003871061,-0.005308691,-0.0013358966,-0.0030415135,-0.0023218011,-0.0022685817,-0.0024417138,-0.0015527685,-0.0034675507,-0.0064024827,-0.0041431533,-0.007942604,-0.00495647,-0.0021783242,-0.0009910741,-0.0017901263,-0.0045482763,-0.00393576,-0.0045028026,-0.0032530357,-0.0032727458,-0.0010765498,-0.0061526163,-0.0013878243,-0.002739157,-0.005598654,-0.0034877055,-0.0057810233,-0.005136905,-0.0010627115,-0.0018165708,-0.003891884,-0.0049811904,-0.005673139,-0.0038676758,-0.0037495822,-0.0075637805,0.00022300449,0.00043049362,-0.0018190402,-0.0022634205,-0.0023835232,-0.004525133,-0.0033879965,-0.0038021908,-0.0028334854,-0.00244119,-0.0049477317,-0.0025529123,-0.003001678
TXG,0.001323631,0.004761747,0.0040107467,0.0048485226,0.0038039358,0.0052213985,0.0057327603,0.0035858853,0.003932234,2.7394854e-05,0.005972309,0.004504538,0.0015584617,0.003327434,0.0018240456,-0.0012878142,0.0008796733,0.003816626,0.0033604326,0.0043372903,0.0047571314,0.004748799,0.0030699717,0.0031889519,0.0028748587,0.005261598,0.0039063254,0.0048913825,0.004728038,0.0048765414,0.0031402688,0.0059758695,0.0029822513,0.0014178818,0.003487764,-0.0012044222,0.005481798,0.0050093113,0.0032031266,0.003040379,0.0025611622,0.0021527642,0.005525657,0.00036755623,0.0030461824,0.0022775475,0.004435898,0.0062002856,0.007226536,0.004449798,0.004872488,0.004670706,0.004958337,0.0033278703,0.0033240467,0.004981152,0.0026779086,0.0021849358,-0.0007740976,0.0047417115,-0.0007837387,0.0032487921,0.0018617176,0.0025929827,0.004565821,0.0011858288,-0.0041259676,0.0006463118,-0.0048210872,-0.002756293,0.0017213537,0.003721218,0.0034588743,-0.0015881062,0.00038454728,0.00076146796,0.0028909687,0.0019307304,0.0037250505,-0.0041327327,0.0037717102,0.0013290886,-0.0028309766,0.0004621297,-0.0036738547,-0.0010161521,0.0031338334,0.0030889437,-0.0016591409,-0.0011401726,-0.0073181787,4.6349596e-05,0.00064707734,-0.0062140184,0.0050508487,0.0050454396,0.001636877,0.0021127122,0.002280428,-0.0015020617,-0.00019156234,-0.0003153286,0.0011668187,0.0010820567,-0.0014274707,0.0021558981,0.001323631
PTON,-0.000265731,0.001516242,0.0016048742,0.001867142,0.001454642,0.0016185367,0.0031815604,0.000105179846,0.0016442891,-0.0026834626,0.0019798456,0.0013309079,0.00016643968,0.00038324343,-0.0004240619,-0.002518773,-0.0014628489,0.00079743844,6.862404e-05,0.0015815636,0.0018421728,0.0013100612,-3.6158133e-05,0.0004757978,0.00040145777,0.0018624798,0.0011010305,0.0014815037,0.0018716147,0.0018455647,0.00021816418,0.0032289121,0.0002527223,-0.00041601062,0.0006234492,-0.00063529075,0.0015382646,0.0012878249,0.00093478104,-3.311783e-05,0.00029037753,-0.0007390594,0.002476138,-0.0005367333,0.00092017464,0.00018501608,0.00094509637,0.0025510266,0.0037953807,0.00088647427,0.0013781884,0.0017521684,0.001148059,0.0008860901,0.0005273819,0.002111062,0.0008951016,-0.0007962473,-0.002810541,0.0013619512,-0.00035617105,0.0004887632,0.00023868075,0.00044429163,0.0011063092,-0.00054739835,-0.0036429272,-0.0010585766,-0.005115693,-0.002238705,0.0006640842,0.0017323322,0.00076352665,-0.0016109012,-0.0009086295,-0.001719797,-0.00033730734,-0.00019450765,0.0013025454,-0.003225336,0.001387638,-7.712841e-05,-0.003088779,-0.000688354,-0.0032889093,-0.0023231413,0.0014729048,0.00064406265,-0.0012655542,-0.0026240153,-0.003467532,-0.0010738978,-0.0013642241,-0.0045783906,0.003026743,0.0029277764,0.00034316932,0.0006765141,0.00054874923,-0.001514425,-0.0004668932,-0.0011364864,0.0002572653,5.5540353e-05,-0.0021416417,0.00013408856,-0.000265731
VIR,0.0027236417,0.006692198,0.00507403,0.00628344,0.0046109026,0.007057503,0.006414193,0.005867419,0.005450551,0.0032906923,0.007173978,0.006451921,0.0035264161,0.005383017,0.0037413002,0.002674261,0.0039630528,0.0059284093,0.005405574,0.0059110657,0.0071008494,0.0069235107,0.0050969264,0.0053062136,0.0046883067,0.0065921904,0.005488499,0.006964026,0.0059127165,0.006292348,0.005356459,0.0070254533,0.005497002,0.0043223593,0.0057223476,0.0017475258,0.00772697,0.0067345034,0.005718449,0.006129233,0.004600692,0.00523331,0.0068402677,0.002654153,0.0042725536,0.004132587,0.007045013,0.0076940022,0.008516094,0.006260014,0.00689114,0.0060576126,0.006677007,0.0048137843,0.005154608,0.006627632,0.004850162,0.0043817926,0.0017271591,0.00681803,0.00037831394,0.0049970094,0.0032805093,0.004637178,0.0063589197,0.0035217241,-0.0017321554,0.003521299,-0.0015999516,-0.0011519913,0.0037440304,0.005307395,0.0052527264,0.0012310632,0.0019617183,0.0035184775,0.0053423075,0.004586843,0.005257623,-0.002257144,0.0058604316,0.0036462322,-0.001982282,0.0033776704,-0.0019167098,0.0017443951,0.0043189256,0.0053866273,0.00014791451,0.0017359648,-0.006265302,0.0023684492,0.002724227,-0.0045520244,0.005406417,0.0063282824,0.0023913023,0.0037389756,0.0047842744,0.0013740575,0.001306294,0.0013241335,0.0034672078,0.0027098423,0.0013827649,0.0033544376,0.0027236417
BEAM,0.0025481395,0.0055134855,0.0046635037,0.0055177812,0.0050507574,0.0051205177,0.0054453933,0.003992996,0.0050785556,0.0017064922,0.005080592,0.00572883,0.003550094,0.004246812,0.0033079912,0.0027482398,0.0030603674,0.004944995,0.0036426848,0.0049172104,0.006130444,0.0052011744,0.0036497489,0.004350729,0.0040367492,0.0051565277,0.003985961,0.0054934956,0.0048982278,0.005023393,0.0038917856,0.005922864,0.0046486137,0.003861296,0.004711114,0.0038045384,0.0057602283,0.005187874,0.005131676,0.0052539017,0.0036533107,0.0045607607,0.005774977,0.0033408664,0.004894719,0.0037275748,0.005568489,0.006255829,0.007458089,0.004180924,0.0049975696,0.0051095802,0.004789729,0.0038677608,0.0045289146,0.005488039,0.005066729,0.0030070506,0.0015378259,0.005595436,0.0020200624,0.003582633,0.003562348,0.0043572104,0.004645448,0.0029888102,-0.00038127345,0.0030385572,-0.0006548157,0.0006604742,0.0048270617,0.0055396343,0.0042120535,0.0020722738,0.0016844873,0.0021785903,0.0038362043,0.00395655,0.004852772,0.00032504648,0.005504306,0.003571269,-0.00018309779,0.0033873878,1.17952e-05,0.0015272778,0.00418673,0.0040569184,0.0022042668,0.0020901738,-0.0003281776,0.0033246642,0.0022856542,-0.0005280734,0.0055645574,0.0057898653,0.0025290966,0.0039103334,0.0042640152,0.0026189415,0.0023812007,0.002390008,0.003731817,0.0035560685,0.0019796905,0.0028047506,0.0025481395
OCFT,0.0022483207,0.005398427,0.0046485565,0.0054348833,0.004114923,0.005593165,0.0060278275,0.0042088684,0.004710881,0.0012391405,0.0059079863,0.0051038805,0.0028431676,0.0040967623,0.0027986215,0.0006207917,0.0021387339,0.00456844,0.0039698817,0.0049363645,0.0055810194,0.005332619,0.003617378,0.004031022,0.0035763439,0.0055808285,0.004449618,0.005441176,0.005059257,0.005428516,0.0039208205,0.0062775975,0.003924868,0.0026933327,0.0043716766,0.00089243427,0.005892571,0.0052805087,0.004281888,0.0040611494,0.0035066176,0.0033255396,0.0059287334,0.0017858455,0.0038742023,0.0031566117,0.005234183,0.0064785182,0.0074617667,0.0047461097,0.0053585097,0.0052248393,0.0052606976,0.00408283,0.004086963,0.0055952175,0.0039458307,0.0029329862,0.00030992273,0.0052528717,0.0007638107,0.003879385,0.0027118009,0.003581238,0.00496915,0.0023423247,-0.0021296032,0.0019296361,-0.0027592424,-0.0010534725,0.0030046203,0.0045974734,0.004140869,0.00035204366,0.0013828259,0.0017837947,0.0036939317,0.0031768773,0.0043613315,-0.002148253,0.004631659,0.0025173798,-0.001637694,0.001991666,-0.0019556712,0.00045333058,0.003790386,0.0038738549,4.8879534e-05,0.00027634576,-0.004701794,0.0013741599,0.0016125739,-0.004203364,0.0054933513,0.0056147273,0.002336653,0.0029978794,0.0034049302,0.0004019211,0.0012706972,0.00091029005,0.002632008,0.0022168392,0.00024062581,0.0028613359,0.0022483207
